"arquivo","candidato_titulo_ou_pessoal","texto_extraido","denominacao_verificada","horas_detectadas","horas_coursera","estimativa_horas_coursera","tempo_coursera","urls","url_verificacao","erro_extracao"
"My Support Casespt2.pdf","false","true","","","","","","http://play.google.com/store/apps/details? | https://about.coursera.org/ | https://about.coursera.org/afﬁliates | https://about.coursera.org/careers | https://about.coursera.org/how-coursera-works/ | https://about.coursera.org/leadership | https://blog.coursera.org/ | https://building.coursera.org/developer-program/ | https://investor.coursera.com/ | https://itunes.apple.com/app/apple- | https://learner.coursera.help/hc | https://learner.coursera.help/hc/articles/360050668591- | https://medium.com/coursera-engineering | https://www.coursera.community/ | https://www.coursera.community/#beta-tester | https://www.coursera.community/#gtc | https://www.coursera.org/about/contact | https://www.coursera.org/about/partners | https://www.coursera.org/about/press | https://www.coursera.org/about/privacy | https://www.coursera.org/about/terms | https://www.coursera.org/articles | https://www.coursera.org/browse | https://www.coursera.org/business | https://www.coursera.org/campus | https://www.coursera.org/degrees | https://www.coursera.org/directory | https://www.coursera.org/government | https://www.coursera.org/professional- | https://www.coursera.org/teaching-center","",""
"myCME Transcript.pdf","true","true","","","","","","","",""
"NASB-LinkedIn_Certificate_PME_Budgets.pdf","false","true","","","","","","","",""
"NASBA-LikedIn_PMF_Communication_Certificate.pdf","false","true","","","","","","","",""
"NASBA-LinkedIn Certificate - Six Sigma Black Belt.pdf","false","true","","","","","","","",""
"NASBA-LinkedIn Certificate_PMF_Teams.pdf","false","true","","","","","","","",""
"NASBA-LinkedIn Certificate_Project Management Foundations.pdf","false","true","","","","","","","",""
"NASBA-LinkedIn Learning - PM Risk Certificate.pdf","false","true","","","","","","","",""
"NASBA-LinkedIn_Certificate_PM Foundations_Ethics.pdf","false","true","","","","","","","",""
"NASBA-LinkedIn_MicrosoftMPM_Certificaye.pdf","false","true","","","","","","","",""
"NASBA-LinkedIn_PM Foundations Requirements.pdf","false","true","","","","","","","",""
"NASBA-LinkedIn_PME_Schedules.pdf","false","true","","","","","","","",""
"NASBA-LinkedIn_PMF_Risks Certificate_.pdf","false","true","","","","","","","",""
"NASBA-LinkedIn_PMF_Stakeholders_Certificate.pdf","false","true","","","","","","","",""
"NASBA_Certificate_Healthcare Projects.pdf","false","true","","","","","","","",""
"New opioid treatments_cmeucert_20260731_134129.pdf","false","true","","","","","","","",""
"NIDA GCP Certificate.pdf","false","true","","","","","","","",""
"Pedido de Restituição Coursera 2026.07.pdf","false","true","","","","","","","",""
"Pedro Lamounier Sampaio - CV 2.pdf","false","false","","","","","","","","arquivo grande; extração limitada para segurança"
"Pedro Lamounier Sampaio - PDF Certificate (ISO 19011 Lead Auditor).pdf","false","true","","","","","","","",""
"Pedro Lamounier Sampaio _ LinkedIn_Duolingo LVL128.pdf","false","false","","","","","","","",""
"Pedro Lamounier Sampaio ACLS (Advanced Cardiac Life Support) Online Course Completion Certificate 2026.pdf","false","true","","","","","","","",""
"Pedro Lamounier Sampaio ACLS Course Completion Certificate.pdf","false","true","","","","","","","",""
"Pedro Lamounier Sampaio BLS (Basic Life Support) Online Course Completion Certificate 2026.pdf","false","true","","","","","","","",""
"Pedro Lamounier Sampaio- PDF Certificate (Advanced Cardiac Life Support (ACLS)).pdf","false","true","","","","","","","",""
"PEDRO LAMOUNIER SAMPAIO.pdf","true","true","","360","","","","","",""
"PEDRO_LAMOUNIER_SAMPAIO_Cybersecurity_Awareness_-_Production.pdf","false","false","","","","","","","",""
"PEDRO_LAMOUNIER_SAMPAIO_Project_Management_Essentials_-_Production.pdf","false","false","","","","","","","",""
"Penn-Coursera_Healthcare Law Specialization Certificate VOUZB1AZBVL4.pdf","false","true","Healthcare Law","","40","40","1 meses com 10 por semana para concluir","","https://www.coursera.org/account/accomplishments/specialization/VOUZB1AZBVL4",""
"Penn-Coursera_Intellectual Property in Healthcare_Certificate_ME8EBTCWCKTS.pdf","false","true","Intellectual Property in the Healthcare Industry","","13","","","","https://www.coursera.org/account/accomplishments/verify/ME8EBTCWCKTS",""
"Personalidade INTP (Lógico) _ 16Personalities.pdf","false","true","","","","","","","",""
"PET_ESOL Entry 3 Certificate.pdf","false","false","","","","","","","","arquivo grande; extração limitada para segurança"
"PHC Course - WHO Academy.pdf","false","true","","","","","","","",""
"pjrtraining _ ISO 9001-2015 Clause-by-Clau... (CBC9000) _ Final Exam.pdf","false","true","","","","","","https://pjrtraining.talentlms.com/dashboard | https://pjrtraining.talentlms.com/unit/viewtestsurvey/id:1746,mode:test","",""
"PMI-LinkedIn Certificate - Six Sigma Black Belt.pdf","false","true","","","","","","","",""
"PMI-LinkedIn Certificate_Problem Solving for Leadership.pdf","false","true","","","","","","","",""
"PMI-LinkedIn Certificate_Project Management Foundations.pdf","false","true","","","","","","","",""
"PMI-LinkedIn Learning Certificate_Healthcare Projects.pdf","false","true","","","","","","","",""
"PMI-LinkedIn_Certificate_PM Foundations Requirements.pdf","false","true","","","","","","","",""
"PMI-LinkedIn_Certificate_PM Foundations_Ethics.pdf","false","true","","","","","","","",""
"PMI-LinkedIn_Certificate_PME_Budgets.pdf","false","true","","","","","","","",""
"PMI-LinkedIn_Certificate_PME_Schedules.pdf","false","true","","","","","","","",""
"PMI-LinkedIn_Certificate_PMF_Teams.pdf","false","true","","","","","","","",""
"PMI-LinkedIn_Leveraging AI_GRC_Certificate.pdf","false","true","","","","","","","",""
"PMI-LinkedIn_MicrosoftMPM_Certificate.pdf","false","true","","","","","","","",""
"PMI-LinkedIn_PMF_Communication_Certificate.pdf","false","true","","","","","","","",""
"PMI-LinkedIn_PMF_Risks_Certificate.pdf","false","true","","","","","","","",""
"PMI-LinkedIn_PMF_Stakeholders_Certificate.pdf","false","true","","","","","","","",""
"PMI_LinkedIn_Certificate_AI_Projects.pdf","false","true","","","","","","","",""
"PMP ExamPrep1_Project Management Institute (PMI)®.pdf","false","true","","","","","","","",""
"Podcast APS_CME answers certificate-2026-7-12_1735.pdf","false","true","","","","","","https://answersincme.com/DDT","",""
"POP-Q-DVMC-007.pdf","false","true","","24","","","","","",""
"pop-q-svs-012-ver-00-auditoria-interna-da-qualidade.pdf","false","true","","24","","","","","",""
"POP_Q_SVS_001___Gerenciamento_de_Documentos_da_Qualidade___versão_05-POP_Q_SVS_001,_versão_05_43746.pdf","false","true","","4","","","","","",""
"problem_solving_skills_turma_ago2026_certificado.pdf","false","true","","25","","","","","",""
"Processo Civil no pós-pandemia - Certificado ESAOAB.pdf","false","true","","","","","","","",""
"Project Management Institute (PMI)_6S Green Belt.pdf","false","true","","","","","","","",""
"Project Management Institute (PMI)®.pdf","false","true","","","","","","","",""
"Proteção de dados pessoais - Certificado ESAOAB.pdf","false","true","","2","","","","","",""
"Public Health Law Academy_Certificate.pdf","false","true","","","","","","","",""
"Python.pdf","false","false","","","","","","","",""
"Q1 Basics Certificate_554362_48978_3.pdf","false","true","","1","","","","","",""
"Q1 Basics_Certificate_CE_554362_48978_3.pdf","false","true","","2","","","","","",""
"QMS_ISO 19011-2026_Fundamentos_Certificado 0014912.pdf","false","true","","","","","","","",""
"Receipt for Order 394583203.pdf","false","true","","","","","","","",""
"Relatório_Extensao_CEPROC.pdf","false","true","","","","","","","",""
"revivr-CPR_certificate_2026.08.22.pdf","false","true","","","","","","","",""
"Said-Oxford-Coursera_Agentic and GenAI_Certificate5YR8YBKNEOIC.pdf","false","true","Generative and Agentic AI","","13","","","","https://www.coursera.org/account/accomplishments/verify/5YR8YBKNEOIC",""
"Said-Oxford-Coursera_AI Essentials_Certificate EN2VCPK6A775.pdf","false","true","AI Essentials","","13","","","","https://www.coursera.org/account/accomplishments/verify/EN2VCPK6A775",""
"Said-Oxford-Coursera_AI Governance_Certificate_FWGA4AWODSM4.pdf","false","true","AI Governance","","15","","","","https://www.coursera.org/account/accomplishments/verify/FWGA4AWODSM4",""
"Said-Oxford-Coursera_Specialization AI for Business_Certificate_FWGA4AWODSM4.pdf","false","true","AI Foundations for Business Professionals","","40","","4 semanas com 10 por semana para concluir","","https://www.coursera.org/account/accomplishments/specialization/FWGA4AWODSM4",""
"SGA - Declaração de Matrícula.pdf","true","true","","","","","","","",""
"SkillFront-ISO 9001_Associate_Certificate_SFE0232f5d549bbc-96337181584206.pdf","false","true","","","","","","","",""
"SkillFront_ISO 27001 ISMS Associate SFE0166da11827fd-47327192991292_Certificate.pdf","false","true","","","","","","","",""
"Stanford CME-CE - AI thinking in healthcare_554362_56997_3.pdf","false","true","","0.5","","","","","",""
"Stanford CME_Trends in Precision Medicine Certificate_554362_56922_3.pdf","false","true","","0.5","","","","","",""
"Stanford Med_AI in Healthcare Capstone_554362_39163_3.pdf","false","true","","11","","","","","",""
"Stanford Medicine_554362_47051_3_AI in Healthcare Certificate.pdf","false","true","","12","","","","","",""
"Stanford Medicine_AI in Healthcare Capstone Project Certificate_554362_39163_3.pdf","false","true","","11","","","","","",""
"Stanford Medicine_Antimicrobial Stewardship_CME-CE Certificate_554362_49027_3.pdf","false","true","","7","","","","","",""
"Stanford Medicine_CME_RECAP Health Podcast_Certificate_554362_53806_3.pdf","false","true","","0.25","","","","","",""
"Stanford Medicine_Essentials of Palliative Care_CE_554362_47068_3.pdf","false","true","","11.5","","","","","",""
"Stanford Medicine_Evaluation of AI in healthcare Certificate_554362_47063_3.pdf","false","true","","9.5","","","","","",""
"Stanford Medicine_Fundamentals in AI and MLin HC_Certificate.CE_554362_47055_3.pdf","false","true","","11","","","","","",""
"Stanford Medicine_Supporting Caregivers in PCA_Certificate-CE_554362_47065_3.pdf","false","true","","10","","","","","",""
"Stanford Medicine_Symptom Management Certificate.pdf","false","true","","9.75","","","","","",""
"Stanford Medicine_Transitioning care in palliative care_Certificate-CME-CE_554362_47066_3.pdf","false","true","","10","","","","","",""
"Stanford Medicine_Women Health_Menopause and Care Management_Certificate_554362_56761_3.pdf","false","true","","0.75","","","","","",""
"Stanford-Coursera RYUIMPUS3ZLR_Intro to Healthcare_Certificate.pdf","false","true","Introduction to Healthcare","","12","","","","https://www.coursera.org/account/accomplishments/verify/RYUIMPUS3ZLR",""
"Stanford-Coursera_AI in Healthcare Capstone Certificate_9L3NBFUCKU4Q.pdf","false","true","AI in Healthcare Capstone","","10","","","","https://www.coursera.org/account/accomplishments/verify/9L3NBFUCKU4Q",""
"Stanford-Coursera_AI in Healthcare Specialization Certificate_7GM7A9EIJ9W4.pdf","false","true","AI in Healthcare","","40","40","1 meses com 10 por semana para concluir","","https://www.coursera.org/account/accomplishments/specialization/7GM7A9EIJ9W4",""
"Stanford-Coursera_Antibiotic Stewardship Certificate.pdf","true","true","Antibiotic Stewardship","","5","","5 horas (aproximadamente)","https://coursera.org/verify/FZV2SBU6I8NI","https://www.coursera.org/account/accomplishments/verify/FZV2SBU6I8NI",""
"Stanford-Coursera_Certificate_Fundamentals of ML in HC_MYZ6GPXEFO5H.pdf","false","true","Fundamentals of Machine Learning for Healthcare","5","14","","","","https://www.coursera.org/account/accomplishments/verify/MYZ6GPXEFO5H",""
"Stanford-Coursera_Evaluations of AI in HC_Certificate_DW8FFD7QA2IZ.pdf","false","true","Evaluations of AI Applications in Healthcare","","11","","","","https://www.coursera.org/account/accomplishments/verify/DW8FFD7QA2IZ",""
"Stanford-Coursera_Intro to Clinical Data Certificate.pdf","false","true","Introduction to Clinical Data","","11","","11 horas (aproximadamente)","","https://www.coursera.org/account/accomplishments/verify/WFZW6W7MXCAN",""
"Stanford-Coursera_Intro to Clinical Data Certificate_554362_47057_3_CME.pdf","false","true","AI Series: Introduction to Clinical Data","11","","","","","",""
"Stanford-Coursera_PCA Specialization Certificate E8700K9GB2WD.pdf","false","true","Palliative Care Always","","40","40","1 meses com 10 por semana para concluir","","https://www.coursera.org/account/accomplishments/specialization/E8700K9GB2WD",""
"Stanford-Coursera_Supporting Caregiver Health_Certificate_O8W0ZHG0J5II.pdf","false","true","Supporting Families and Caregivers","","10","","","","https://www.coursera.org/account/accomplishments/verify/O8W0ZHG0J5II",""
"Stanford-Coursera_Symptom Management_CertificateLYD5V9AWXRXS.pdf","false","true","Symptom Management in Palliative Care","","9","","","","https://www.coursera.org/account/accomplishments/verify/LYD5V9AWXRXS",""
"Stanford-Coursera_Transitioning care in palliative care_Certificate_554362_47066_3.pdf","false","true","Transitions in Care from Survivorship to Hospice","","10","","10 horas (aproximadamente)","","https://www.coursera.org/account/accomplishments/verify/OYTO0JAKNOFA",""
"stanford_554362_Transcript.pdf","true","true","","","","","","https://med.stanford.edu/cme/about/accreditation.html","",""
"Stanfprd Medicine_Medcast 95_CME Certificate.pdf","false","true","","0.5","","","","","",""
"Stanfrod-Coursera_Supporting families and caregivers Certificate_O8W0ZHG0J5II.pdf","false","true","Supporting Families and Caregivers","","10","","","","https://www.coursera.org/account/accomplishments/verify/O8W0ZHG0J5II",""
"studentmemap200.pdf","true","true","","","","","","","",""
"texto 2.txt","false","true","","","","","","","",""
"texto 3.txt","false","true","","","","","","https://produto.mercadolivre.com.br/MLB-3554868073-creme-despigmentante-alfa-arbutin-7-40g-_JM"", | https://shopee.com.br/search?keyword=Alfa+Arbutin+Axilas"", | https://shopee.com.br/search?keyword=Alfa+Arbutin+Formulab"", | https://shopee.com.br/search?keyword=Alfa+Arbutin+Locao"", | https://shopee.com.br/search?keyword=Alpha+Arbutin"", | https://shopee.com.br/search?keyword=Creme%20Gel%20para%20Peeling%20com%20%C3%81cido%20Retin%C3%B3ico%20e%20Hidroquinona"", | https://shopee.com.br/search?keyword=Hidroquinona"", | https://www.amazon.com.br/alpha-arbutin/s?k=alpha+arbutin"", | https://www.amazon.com.br/s?k=Gel+Facial+Alfa+Arbutin"", | https://www.belezasaude.com.br/creme-alfa-arbutin-10-vitamina-c-estabilizada-10-40g"", | https://www.drogariaminasbrasil.com.br/hidroquinona-5-acid-retinoico-0-025-dexametasona-0-05-creme-30g.html"", | https://www.drogariaminasbrasil.com.br/search?q=hidroquinona"", | https://www.drogariasaopaulo.com.br/search?w=Melan-Off"", | https://www.drogariasaopaulo.com.br/search?w=suavicid"", | https://www.drogasil.com.br/search?w=Blancy"", | https://www.drogasil.com.br/search?w=Classis%20TX"", | https://www.drogasil.com.br/search?w=vitacid%20plus"", | https://www.epocacosmeticos.com.br/search?q=Eucerin+Anti+Pigment"", | https://www.farmaciabelladona.com.br/search?q=alfa+arbutin"", | https://www.farmaciabelladona.com.br/search?q=hidroquinona"", | https://www.farmaciabotanica.com.br/search?q=alfa+arbutin"", | https://www.farmaciaeficacia.com.br/search?q=alfa+arbutin"", | https://www.farmaciaeficacia.com.br/search?q=hidroquinona"", | https://www.farmasesi.com.br/produto/5424-hidroquinona--ems-400mg-4-creme-30g"", | https://www.farmasite.com.br/hidroquinona-4-alfa-bisabolol-1-creme-30g"", | https://www.farmasite.com.br/search?q=hidroquinona"", | https://www.manipulart.com.br/search?q=hidroquinona"" | https://www.manipulart.com.br/search?q=hidroquinona"", | https://www.mercadolivre.com.br/p/MLB39792525"", | https://www.mercadolivre.com.br/search?keyword=Arbutin+Creme"", | https://www.mercadolivre.com.br/search?keyword=Raavi%20Alfa%20Arbutin"", | https://www.naturalforma.com.br/search?q=alfa+arbutin"", | https://www.naturalforma.com.br/search?q=hidroquinona"", | https://www.panvel.com/search?q=hormoskin"", | https://www.rituaria.com.br/produtos/formula-uniformizadora"",","",""
"texto.txt","false","true","","","","","","https://cursa.app/pt/downapp","",""
"The SQuaRE series.pdf","true","true","","","","","","","",""
"TRREE (2023)_Certificate of completion for module 1_Intro to Research.pdf","false","true","","","","","","http://www.cihr-irsc.gc.ca/e/2891.html","",""
"TRREE (2023)_Certificate of completion for module 2_Ethics Evaluation in Research.pdf","false","true","","","","","","http://www.cihr-irsc.gc.ca/e/2891.html","",""
"TRREE (2023)_Certificate of completion for module 3_Informed Consent_Certificate.pdf","false","true","","","","","","http://www.cihr-irsc.gc.ca/e/2891.html","",""
"TRREE_Module 4_R3_GCP_Certificate.pdf","false","true","","","","","","http://www.cihr-irsc.gc.ca/e/2891.html","",""
"TRREE_Module 4R2_GCP_Certificate.pdf","false","true","","","","","","http://www.cihr-irsc.gc.ca/e/2891.html","",""
"TRREE_Module 5.1 HIV Vaccine TrialsTraining certificate.pdf","false","true","","","","","","http://www.cihr-irsc.gc.ca/e/2891.html","",""
"TRREE_Module 5.2_Adolescent participants in HIV Trials_Training certificate - Module 5.2.pdf","false","true","","","","","","http://www.cihr-irsc.gc.ca/e/2891.html","",""
"TRREE_Module 5.3_Ethics in PH Research_Training Certificate.pdf","false","true","","","","","","http://www.cihr-irsc.gc.ca/e/2891.html","",""
"TRREE_Reg. Frameworks_Suisse-2025_Certificate.pdf","false","true","","","","","","http://www.cihr-irsc.gc.ca/e/2891.html","",""
"U-M-Coursera_Translating Research to communities Certificate_WWZOYLD9AB26.pdf","false","true","Translating Research to Communities","","6","","","","https://www.coursera.org/account/accomplishments/verify/WWZOYLD9AB26",""
"U-M-Coursera_Translating Research to Patients Certificate_IKDNWXUCALFA.pdf","false","true","Translating Research to Patients","","6","","","","https://www.coursera.org/account/accomplishments/verify/IKDNWXUCALFA",""
"U-M-Coursera_Translating Research to Policy Certificate_0HXUUQIWD1P7.pdf","false","true","Translating Research to Healthcare Policy","0","9","","","","https://www.coursera.org/account/accomplishments/verify/0HXUUQIWD1P7",""
"U-M-Coursera_Translational Research for humans_Certificate 7MIVPFC1VTQR.pdf","false","true","Translating Basic Research into Research for Humans","","4","","","","https://www.coursera.org/account/accomplishments/verify/7MIVPFC1VTQR",""
"U-M-Coursera_Translational Science Specialization Certificate_IXQRUXCLXP3K.pdf","false","true","Translational Science","","40","40","1 meses com 10 por semana para concluir","","https://www.coursera.org/account/accomplishments/specialization/IXQRUXCLXP3K",""
"UFMA_DRC na APS_Certificafdo de Curso.pdf","false","false","","","","","","","","arquivo grande; extração limitada para segurança"
"UFMA_SUS_Saude Digital_Declaracao_Matricular.pdf","true","true","","30","","","","","",""
"UFMG-UNA-SUS_Cuidados da Criança na APS_Certificado_1f19bdf8-15cb-6bc0-afb9-7d41a92de2c8.pdf","true","true","","","","","","","",""
"UFMG-UNA-SUS_M1_Atributos da APS_certificado_1f198775-dbe8-6290-b71e-85b8bf09b5ac.pdf","false","true","","","","","","","",""
"UFMG_Aceleracao Saude Digital APS_Certificado2406162535PL.pdf","false","true","","25","","","","https://educaesusaps.medicina.ufmg.br","",""
"UFMG_LLB_PLS_WES Degree Equivalency Tool - WES.pdf","true","false","","","","","","","",""
"UNA-SUS-UFMA_Aperfeiçoamento em DRC_Certificado.pdf","false","false","Curso de Aperfeiçoamento em Nefrologia Interdisciplinar para Profissionais do SUS","","","","","","","arquivo grande; extração limitada para segurança"
"UNA-SUS-UFMA_Atendimento Interdisciplinar DRC_M5_Certificado.pdf","false","false","","","","","","","","arquivo grande; extração limitada para segurança"
"UNA-SUS-UFMA_Diálise Peritoneal_M4_Certificado.pdf","false","false","","","","","","","","arquivo grande; extração limitada para segurança"
"UNA-SUS-UFMA_IA na Saúde_Extensão_Certificado.pdf","false","false","","","","","","","","arquivo grande; extração limitada para segurança"
"UNA-SUS-UFMA_Introdução à DRC_M1_Certificado.pdf","false","false","","","","","","","","arquivo grande; extração limitada para segurança"
"UNA-SUS-UFMA_Manejo clínico da DRC_M3_Certificado.pdf","false","false","","","","","","","","arquivo grande; extração limitada para segurança"
"UNA-SUS-UFMA_Registros e Qualidade na Saúde Digital_Certificado de Conclusao_.pdf","false","false","","","","","","","","arquivo grande; extração limitada para segurança"
"UNA-SUS-UFMA_Registros Eletrônicos e Saúde Digital_Declaracao Matricular.pdf","true","true","","30","","","","","",""
"UNA-SUS-UFMA_Saude Digital e SUS_Certificado Extensão.pdf","false","false","","","","","","","","arquivo grande; extração limitada para segurança"
"UNA-SUS-UFMA_Saúde Digital Conceituacao_Certificado.pdf","true","true","","15","","","","","",""
"UNA-SUS-UFMA_Saúde Digital Inclusiva_Certificado.pdf","false","false","","","","","","","","arquivo grande; extração limitada para segurança"
"UNA-SUS-UFMA_Saúde Digital Noções fundamentais_Certificado.pdf","false","false","","","","","","","","arquivo grande; extração limitada para segurança"
"UNA-SUS-UFMA_Transf Digital_Extensao_Certificado.pdf","false","false","","","","","","","","arquivo grande; extração limitada para segurança"
"UNA-SUS-UFMA_Transf Digital_Extensao_Declaracao.pdf","true","true","","15","","","","","",""
"UNA-SUS-UFMA_Ética e Responsabilidade na Saúde Digital_Declaracao.pdf","true","true","","30","","","","","",""
"UNA-SUS_Certificado_Introducao Saúde Digital.pdf","false","false","","","","","","","","arquivo grande; extração limitada para segurança"
"UNA-SUS_Saúde da Puerpera eAPS_Qualificacao Profissional_Certificado.pdf","true","true","","","","","","","",""
"UNA-SUS_UFMA_Cultura da Saúde Digital_Certificado de Extensão_.pdf","false","false","","","","","","","","arquivo grande; extração limitada para segurança"
"UNA-SUS_UFMA_Etica e Responsabilidade_Saude Digital_Certificado Extensão.pdf","false","false","","","","","","","","arquivo grande; extração limitada para segurança"
"UNA-SUS_UFMA_Programa_Aperfeicoamento_Saude Digital_Certificado.pdf","false","false","Programa de Aperfeiçoamento em Saúde Digital I","","","","","","","arquivo grande; extração limitada para segurança"
"VMEdu_SFC_PedroLamounierSampaio-1182483.pdf","false","true","","","","","","","",""
"Yale-Coursera_Global Health Essentials_Certificate_YJ26WLVD3O3K.pdf","false","true","Essentials of Global Health","","39","","","","https://www.coursera.org/account/accomplishments/verify/YJ26WLVD3O3K",""
"Your D-U-N-S Number is enclosed_.pdf","false","true","","","","","","","",""
